customer_id,account_balance,last_updated
C0204,193295.49,2025-05-24 09:46:29
C0205,442490.51,2025-05-24 09:46:29
C0206,32105.08,2025-05-24 09:46:29
C0207,297078.32,2025-05-24 09:46:29
C0208,476044.52,2025-05-24 09:46:29
C0209,131272.51,2025-05-24 09:46:29
C0210,21745.99,2025-05-24 09:46:29
C0211,418555.16,2025-05-24 09:46:29
C0212,262972.74,2025-05-24 09:46:29
C0213,386398.57,2025-05-24 09:46:29
C0214,8111.75,2025-05-24 09:46:29
C0215,453760.73,2025-05-24 09:46:29
C0216,461947.89,2025-05-24 09:46:29
C0217,245870.36,2025-05-24 09:46:29
C0218,118509.4,2025-05-24 09:46:29
C0219,461141.53,2025-05-24 09:46:29
C0220,481568.14,2025-05-24 09:46:29
C0221,264608.07,2025-05-24 09:46:29
C0222,49009.02,2025-05-24 09:46:29
C0223,5128.16,2025-05-24 09:46:29
C0224,306669.98,2025-05-24 09:46:29
C0225,293824.92,2025-05-24 09:46:29
C0226,430295.7,2025-05-24 09:46:29
C0227,95611.77,2025-05-24 09:46:29
C0228,259210.96,2025-05-24 09:46:29
C0229,224895.5,2025-05-24 09:46:29
C0230,246049.86,2025-05-24 09:46:29
C0231,461714.23,2025-05-24 09:46:29
C0232,449800.93,2025-05-24 09:46:29
C0233,282328.25,2025-05-24 09:46:29
C0234,85673.68,2025-05-24 09:46:29
C0235,17192.64,2025-05-24 09:46:29
C0236,47482.22,2025-05-24 09:46:29
C0237,428502.41,2025-05-24 09:46:29
C0238,260784.5,2025-05-24 09:46:29
C0239,271793.12,2025-05-24 09:46:29
C0240,341738.58,2025-05-24 09:46:29
C0241,433112.58,2025-05-24 09:46:29
C0242,21705.62,2025-05-24 09:46:29
C0243,121237.65,2025-05-24 09:46:29
C0244,19529.16,2025-05-24 09:46:29
C0245,243479.78,2025-05-24 09:46:29
C0246,295482.33,2025-05-24 09:46:29
C0247,158290.91,2025-05-24 09:46:29
C0248,86315.43,2025-05-24 09:46:29
C0249,60067.73,2025-05-24 09:46:29
C0250,265910.42,2025-05-24 09:46:29
C0251,155836.17,2025-05-24 09:46:29
C0252,47543.16,2025-05-24 09:46:29
C0253,363074.6,2025-05-24 09:46:29
C0254,25826.79,2025-05-24 09:46:29
C0255,162877.0,2025-05-24 09:46:29
C0256,269767.78,2025-05-24 09:46:29
C0257,307193.31,2025-05-24 09:46:29
C0258,309733.52,2025-05-24 09:46:29
C0259,265206.51,2025-05-24 09:46:29
C0260,8432.95,2025-05-24 09:46:29
C0261,364428.44,2025-05-24 09:46:29
C0262,434936.56,2025-05-24 09:46:29
C0263,344182.62,2025-05-24 09:46:29
C0264,163152.58,2025-05-24 09:46:29
C0265,319962.78,2025-05-24 09:46:29
C0266,436082.18,2025-05-24 09:46:29
C0267,259207.96,2025-05-24 09:46:29
C0268,92416.28,2025-05-24 09:46:29
C0269,369619.9,2025-05-24 09:46:29
C0270,100272.41,2025-05-24 09:46:29
C0271,119157.49,2025-05-24 09:46:29
C0272,70884.85,2025-05-24 09:46:29
C0273,292902.24,2025-05-24 09:46:29
C0274,148767.63,2025-05-24 09:46:29
C0275,1862.66,2025-05-24 09:46:29
C0276,415709.33,2025-05-24 09:46:29
C0277,76857.59,2025-05-24 09:46:29
C0278,316096.8,2025-05-24 09:46:29
C0279,169887.84,2025-05-24 09:46:29
C0280,89733.8,2025-05-24 09:46:29
C0281,192732.92,2025-05-24 09:46:29
C0282,237765.35,2025-05-24 09:46:29
C0283,154577.68,2025-05-24 09:46:29
C0284,189441.37,2025-05-24 09:46:29
C0285,353262.33,2025-05-24 09:46:29
C0286,463830.98,2025-05-24 09:46:29
C0287,442976.91,2025-05-24 09:46:29
C0288,399767.09,2025-05-24 09:46:29
C0289,464290.97,2025-05-24 09:46:29
C0290,362616.85,2025-05-24 09:46:29
C0291,311220.09,2025-05-24 09:46:29
C0292,427514.02,2025-05-24 09:46:29
C0293,245645.81,2025-05-24 09:46:29
C0294,96916.66,2025-05-24 09:46:29
C0295,434657.29,2025-05-24 09:46:29
C0296,328672.74,2025-05-24 09:46:29
C0297,90366.09,2025-05-24 09:46:29
C0298,384648.4,2025-05-24 09:46:29
C0299,218886.73,2025-05-24 09:46:29
C0300,477357.0,2025-05-24 09:46:29
C0301,302230.23,2025-05-24 09:46:29
C0302,67463.71,2025-05-24 09:46:29
C0303,45424.11,2025-05-24 09:46:29
C0304,124941.67,2025-05-24 09:46:29
C0305,339256.18,2025-05-24 09:46:29
C0306,231148.27,2025-05-24 09:46:29
C0307,161009.74,2025-05-24 09:46:29
C0308,364521.63,2025-05-24 09:46:29
C0309,390813.09,2025-05-24 09:46:29
C0310,113683.14,2025-05-24 09:46:29
C0311,186619.55,2025-05-24 09:46:29
C0312,281254.87,2025-05-24 09:46:29
C0313,328217.32,2025-05-24 09:46:29
C0314,498739.49,2025-05-24 09:46:29
C0315,275255.02,2025-05-24 09:46:29
C0316,255792.85,2025-05-24 09:46:29
C0317,481746.58,2025-05-24 09:46:29
C0318,65146.74,2025-05-24 09:46:29
C0319,9131.25,2025-05-24 09:46:29
C0320,382353.67,2025-05-24 09:46:29
C0321,475405.89,2025-05-24 09:46:29
C0322,77082.87,2025-05-24 09:46:29
C0323,257706.31,2025-05-24 09:46:29
C0324,90428.18,2025-05-24 09:46:29
C0325,457722.14,2025-05-24 09:46:29
C0326,300905.95,2025-05-24 09:46:29
C0327,438399.69,2025-05-24 09:46:29
C0328,337417.38,2025-05-24 09:46:29
C0329,55366.49,2025-05-24 09:46:29
C0330,10322.77,2025-05-24 09:46:29
C0331,268800.74,2025-05-24 09:46:29
C0332,383016.76,2025-05-24 09:46:29
C0333,407147.58,2025-05-24 09:46:29
C0334,264808.84,2025-05-24 09:46:29
C0335,359156.75,2025-05-24 09:46:29
C0336,326555.9,2025-05-24 09:46:29
C0337,379269.28,2025-05-24 09:46:29
C0338,482746.37,2025-05-24 09:46:29
C0339,25660.09,2025-05-24 09:46:29
C0340,278113.15,2025-05-24 09:46:29
C0341,378621.4,2025-05-24 09:46:29
C0342,277356.28,2025-05-24 09:46:29
C0343,345065.76,2025-05-24 09:46:29
C0344,327967.66,2025-05-24 09:46:29
C0345,348895.89,2025-05-24 09:46:29
C0346,414975.83,2025-05-24 09:46:29
C0347,374595.63,2025-05-24 09:46:29
C0348,80709.86,2025-05-24 09:46:29
C0349,132394.3,2025-05-24 09:46:29
C0350,437953.97,2025-05-24 09:46:29
C0351,88692.3,2025-05-24 09:46:29
C0352,7639.93,2025-05-24 09:46:29
C0353,321881.68,2025-05-24 09:46:29
C0354,102430.28,2025-05-24 09:46:29
C0355,459052.69,2025-05-24 09:46:29
C0356,150975.66,2025-05-24 09:46:29
C0357,344998.0,2025-05-24 09:46:29
C0358,75593.07,2025-05-24 09:46:29
C0359,363493.08,2025-05-24 09:46:29
C0360,368131.2,2025-05-24 09:46:29
C0361,290264.8,2025-05-24 09:46:29
C0362,309282.06,2025-05-24 09:46:29
C0363,47210.87,2025-05-24 09:46:29
C0364,447116.9,2025-05-24 09:46:29
C0365,387844.67,2025-05-24 09:46:29
C0366,24835.22,2025-05-24 09:46:29
C0367,311196.03,2025-05-24 09:46:29
C0368,301764.76,2025-05-24 09:46:29
C0369,173194.31,2025-05-24 09:46:29
C0370,306393.49,2025-05-24 09:46:29
C0371,40880.47,2025-05-24 09:46:29
C0372,237995.59,2025-05-24 09:46:29
C0373,429083.55,2025-05-24 09:46:29
C0374,120550.85,2025-05-24 09:46:29
C0375,241078.84,2025-05-24 09:46:29
C0376,189603.46,2025-05-24 09:46:29
C0377,37616.75,2025-05-24 09:46:29
C0378,171161.96,2025-05-24 09:46:29
C0379,181962.29,2025-05-24 09:46:29
C0380,395960.11,2025-05-24 09:46:29
C0381,72341.48,2025-05-24 09:46:29
C0382,334190.85,2025-05-24 09:46:29
C0383,463859.25,2025-05-24 09:46:29
C0384,172966.68,2025-05-24 09:46:29
C0385,338491.33,2025-05-24 09:46:29
C0386,465702.24,2025-05-24 09:46:29
C0387,411420.02,2025-05-24 09:46:29
C0388,94371.53,2025-05-24 09:46:29
C0389,13507.19,2025-05-24 09:46:29
C0390,75911.86,2025-05-24 09:46:29
C0391,314962.97,2025-05-24 09:46:29
C0392,494779.97,2025-05-24 09:46:29
C0393,36812.09,2025-05-24 09:46:29
C0394,90531.7,2025-05-24 09:46:29
C0395,252699.83,2025-05-24 09:46:29
C0396,46778.22,2025-05-24 09:46:29
C0397,87361.13,2025-05-24 09:46:29
C0398,221913.57,2025-05-24 09:46:29
C0399,334704.72,2025-05-24 09:46:29
C0400,296041.86,2025-05-24 09:46:29
C0401,254377.75,2025-05-24 09:46:29
C0402,324125.3,2025-05-24 09:46:29
C0403,104769.18,2025-05-24 09:46:29
C0404,271880.34,2025-05-24 09:46:29
C0405,6438.42,2025-05-24 09:46:29
C0406,385756.25,2025-05-24 09:46:29
C0407,317298.35,2025-05-24 09:46:29
C0408,277799.48,2025-05-24 09:46:29
C0409,145545.26,2025-05-24 09:46:29
C0410,83448.17,2025-05-24 09:46:29
C0411,466807.8,2025-05-24 09:46:29
C0412,92963.36,2025-05-24 09:46:29
C0413,70614.4,2025-05-24 09:46:29
C0414,27767.41,2025-05-24 09:46:29
C0415,284105.48,2025-05-24 09:46:29
C0416,251101.12,2025-05-24 09:46:29
C0417,133065.48,2025-05-24 09:46:29
C0418,140162.8,2025-05-24 09:46:29
C0419,475386.77,2025-05-24 09:46:29
C0420,30010.24,2025-05-24 09:46:29
C0421,227032.74,2025-05-24 09:46:29
C0422,452856.74,2025-05-24 09:46:29
C0423,300334.72,2025-05-24 09:46:29
C0424,24668.17,2025-05-24 09:46:29
C0425,54943.93,2025-05-24 09:46:29
C0426,322647.65,2025-05-24 09:46:29
C0427,352691.63,2025-05-24 09:46:29
C0428,327168.29,2025-05-24 09:46:29
C0429,204251.5,2025-05-24 09:46:29
C0430,315339.79,2025-05-24 09:46:29
C0431,46322.22,2025-05-24 09:46:29
C0432,195268.95,2025-05-24 09:46:29
C0433,100024.19,2025-05-24 09:46:29
C0434,350957.24,2025-05-24 09:46:29
C0435,387713.76,2025-05-24 09:46:29
C0436,73729.59,2025-05-24 09:46:29
C0437,128138.96,2025-05-24 09:46:29
C0438,342017.51,2025-05-24 09:46:29
C0439,441088.54,2025-05-24 09:46:29
C0440,170874.84,2025-05-24 09:46:29
C0441,131625.67,2025-05-24 09:46:29
C0442,267971.33,2025-05-24 09:46:29
C0443,390725.38,2025-05-24 09:46:29
C0444,192212.85,2025-05-24 09:46:29
C0445,55340.48,2025-05-24 09:46:29
C0446,451228.22,2025-05-24 09:46:29
C0447,299628.91,2025-05-24 09:46:29
C0448,403952.94,2025-05-24 09:46:29
C0449,183200.64,2025-05-24 09:46:29
C0450,414121.97,2025-05-24 09:46:29
C0451,132637.14,2025-05-24 09:46:29
C0452,450954.06,2025-05-24 09:46:29
C0453,414405.41,2025-05-24 09:46:29
C0454,392508.77,2025-05-24 09:46:29
C0455,274627.58,2025-05-24 09:46:29
C0456,354677.86,2025-05-24 09:46:29
C0457,420277.72,2025-05-24 09:46:29
C0458,303686.42,2025-05-24 09:46:29
C0459,392024.5,2025-05-24 09:46:29
C0460,331660.23,2025-05-24 09:46:29
C0461,192899.26,2025-05-24 09:46:29
C0462,154227.62,2025-05-24 09:46:29
C0463,394979.05,2025-05-24 09:46:29
C0464,436672.39,2025-05-24 09:46:29
C0465,155197.28,2025-05-24 09:46:29
C0466,164035.44,2025-05-24 09:46:29
C0467,140728.4,2025-05-24 09:46:29
C0468,120793.55,2025-05-24 09:46:29
C0469,131151.23,2025-05-24 09:46:29
C0470,428046.75,2025-05-24 09:46:29
C0471,158825.55,2025-05-24 09:46:29
C0472,182292.17,2025-05-24 09:46:29
C0473,211699.04,2025-05-24 09:46:29
C0474,221868.61,2025-05-24 09:46:29
C0475,267754.01,2025-05-24 09:46:29
C0476,284738.57,2025-05-24 09:46:29
C0477,459185.58,2025-05-24 09:46:29
C0478,400751.68,2025-05-24 09:46:29
C0479,236067.59,2025-05-24 09:46:29
C0480,432025.98,2025-05-24 09:46:29
C0481,442041.24,2025-05-24 09:46:29
C0482,114070.25,2025-05-24 09:46:29
C0483,146991.79,2025-05-24 09:46:29
C0484,150039.17,2025-05-24 09:46:29
C0485,229510.48,2025-05-24 09:46:29
C0486,260045.88,2025-05-24 09:46:29
C0487,230545.94,2025-05-24 09:46:29
C0488,298158.25,2025-05-24 09:46:29
C0489,407686.39,2025-05-24 09:46:29
C0490,60360.96,2025-05-24 09:46:29
C0491,71462.74,2025-05-24 09:46:29
C0492,133228.57,2025-05-24 09:46:29
C0493,210817.75,2025-05-24 09:46:29
C0494,83536.5,2025-05-24 09:46:29
C0495,137152.52,2025-05-24 09:46:29
C0496,149135.8,2025-05-24 09:46:29
C0497,376153.36,2025-05-24 09:46:29
C0498,320254.17,2025-05-24 09:46:29
C0499,484758.19,2025-05-24 09:46:29
C0500,454127.94,2025-05-24 09:46:29
